display_name,phase_reached,drug_type,target,status_summary,trial_count,max_enrollment,sponsor,is_aribio,verification_status,classification_confidence,needs_manual_review,confirmed_trial_count,unverified_trial_count
AL001,Phase 2,Small Molecule,Other,Completed,1,65.0,"Alzamend Neuro, Inc.",False,no_match,medium,True,0,1
AL002,Phase 2,Small Molecule,Inflammation,Completed,3,356.0,Alector Inc.,False,no_match,medium,True,0,3
ALZ-801,Phase 2,Small Molecule,Amyloid,Completed,2,84.0,Alzheon Inc.,False,no_match,medium,True,0,2
ALZN002 (autologous DCs pulsed with E22W mutant peptide).,Phase 2,Biologic,Other,Active,1,30.0,"Alzamend Neuro, Inc.",False,no_match,medium,True,0,1
AMDX-2011P,Phase 2,Small Molecule,Other,Recruiting,1,25.0,Amydis Inc.,False,no_match,medium,True,0,1
AMX0035,Phase 2,Small Molecule,Other,Completed,1,95.0,Amylyx Pharmaceuticals Inc.,False,no_match,medium,True,0,1
AN-1792 also known as AIP-001,Phase 2,Biologic,Other,Discontinued,1,375.0,"JANSSEN Alzheimer Immunotherapy Research & Development, LLC",False,no_match,medium,True,0,1
APH-1105,Phase 2,Small Molecule,Other,Unknown,1,60.0,Aphios,False,no_match,medium,True,0,1
AQW051,Phase 2,Small Molecule,Other,Discontinued,1,54.0,Novartis Pharmaceuticals,False,no_match,medium,True,0,1
ARO-MAPT-SC,Phase 2,Small Molecule,Tau,Recruiting,1,112.0,Arrowhead Pharmaceuticals,False,no_match,medium,True,0,1
ASN51,Phase 2,Small Molecule,Tau,Discontinued,2,123.0,Asceneuron Pty Ltd.; Asceneuron S.A.,False,no_match,medium,True,0,2
AVE1625,Phase 2,Small Molecule,Other,Completed,1,162.0,Sanofi,False,no_match,medium,True,0,1
AZD0530,Phase 2,Small Molecule,Other,Completed,1,159.0,Yale University,False,no_match,medium,True,0,1
AZD1446,Phase 2,Small Molecule,Other,Completed,2,99.0,AstraZeneca,False,no_match,medium,True,0,2
AZD3480,Phase 2,Small Molecule,Symptomatic,Completed,6,659.0,AstraZeneca; Targacept Inc.,False,no_match,medium,True,0,6
AZD5213,Phase 2,Small Molecule,Neuropsychiatric,Completed,1,164.0,AstraZeneca,False,no_match,medium,True,0,1
Acitretin,Phase 2,Small Molecule,Other,Completed,1,22.0,K. Lieb,False,no_match,medium,True,0,1
Active Treatment- CT1812,Phase 2,Small Molecule,Amyloid,Completed,1,43.0,Cognition Therapeutics,False,no_match,medium,True,0,1
All Subjects,Phase 2,Small Molecule,Tau,Completed,1,27.0,"University of Wisconsin, Madison",False,no_match,medium,True,0,1
Allogeneic MSC,Phase 2,Small Molecule,Other,Completed,1,50.0,Longeveron Inc.,False,no_match,medium,True,0,1
Allopregnanolone,Phase 2,Small Molecule,Neuroprotection,Active,2,100.0,University of Arizona,False,no_match,medium,True,0,2
Alpha-Linolenic Acid,Phase 2,Small Molecule,Other,Recruiting,1,20.0,"Michal Schnaider Beeri, Ph.D.",False,no_match,medium,True,0,1
Anatabloc(R),Phase 2,Dietary Supplement,Other,Discontinued,1,85.0,"Rock Creek Pharmaceuticals, Inc.",False,no_match,medium,True,0,1
Astragalus Membranaceus Root,Phase 2,Small Molecule,Other,Completed,1,76.0,Fujian Medical University Union Hospital,False,no_match,medium,True,0,1
AstroStem,Phase 2,Small Molecule,Other,Completed,2,100.0,Nature Cell Co. Ltd.,False,no_match,medium,True,0,2
Atomoxetine,Phase 2,Small Molecule,Other,Completed,1,39.0,Emory University,False,no_match,medium,True,0,1
Atorvastatin calcium,Phase 2,Small Molecule,Metabolism,Completed,1,98.0,Institute for the Study of Aging (ISOA),False,no_match,medium,True,0,1
Avagacestat,Phase 2,Small Molecule,Amyloid,Discontinued,1,263.0,Bristol-Myers Squibb,False,no_match,medium,True,0,1
BEY2153,Phase 2,Small Molecule,Other,Recruiting,2,90.0,BeyondBio Inc.,False,no_match,medium,True,0,2
BI 409306,Phase 2,Small Molecule,Symptomatic,Completed,3,329.0,Boehringer Ingelheim,False,no_match,medium,True,0,3
BIIB092,Phase 2,Small Molecule,Tau,Discontinued,1,654.0,Biogen,False,no_match,medium,True,0,1
BMS-708163,Phase 2,Small Molecule,Amyloid,Completed,8,209.0,Bristol-Myers Squibb,False,no_match,medium,True,0,8
BMS-986368,Phase 2,Small Molecule,Neuropsychiatric,Recruiting,1,120.0,Celgene,False,no_match,medium,True,0,1
BMS-986446,Phase 2,Small Molecule,Tau,Active,1,310.0,Bristol-Myers Squibb,False,no_match,medium,True,0,1
BPN14770,Phase 2,Small Molecule,Neuroprotection,Completed,4,255.0,Tetra Discovery Partners,False,no_match,medium,True,0,4
Bacillus Calmette-Guerin (BCG),Phase 2,Biologic,Other,Completed,1,20.0,Massachusetts General Hospital,False,no_match,medium,True,0,1
Bacillus of Calmette and Guerin (BCG),Phase 2,Biologic,Amyloid,Completed,1,49.0,"Mindful Diagnostics and Therapeutics, LLC",False,no_match,medium,True,0,1
Bapineuzumab (AAB-001),Phase 2,Biologic,Amyloid,Discontinued,1,194.0,"JANSSEN Alzheimer Immunotherapy Research & Development, LLC",False,no_match,medium,True,0,1
Benfotiamine,Phase 2,Small Molecule,Other,Completed,1,71.0,Burke Medical Research Institute,False,no_match,medium,True,0,1
Bepranemab,Phase 2,Biologic,Tau,Completed,1,466.0,UCB Biopharma SRL,False,no_match,medium,True,0,1
Bexarotene,Phase 2,Small Molecule,Neuroprotection,Completed,2,20.0,"ReXceptor, Inc.; The Cleveland Clinic",False,no_match,medium,True,0,2
Biological/Vaccine: Bacillus Calmette-Guerin (BCG),Phase 2,Biologic,Other,Completed,1,15.0,"Steven E Arnold, MD",False,no_match,medium,True,0,1
Brivaracetam,Phase 2,Small Molecule,Other,Recruiting,1,25.0,"University of California, Los Angeles",False,no_match,medium,True,0,1
Bromocriptine Mesilate,Phase 2,Small Molecule,Amyloid,Completed,1,8.0,Kyoto University,False,no_match,medium,True,0,1
Bryostatin,Phase 2,Small Molecule,Neuroprotection,Completed,1,108.0,"Neurotrope Bioscience, Inc.",False,no_match,medium,True,0,1
Bryostatin 1,Phase 2,Small Molecule,Neuroprotection,Completed,3,147.0,"Neurotrope Bioscience, Inc.",False,no_match,medium,True,0,3
Bryostatin for,Phase 2,Small Molecule,Neuroprotection,Unknown,1,9.0,Blanchette Rockefeller Neurosciences Insitute,False,no_match,medium,True,0,1
Bumetanide,Phase 2,Small Molecule,Other,Recruiting,1,40.0,Stanford University,False,no_match,medium,True,0,1
CAD106,Phase 2,Biologic,Amyloid,Completed,6,177.0,Novartis; Novartis Pharmaceuticals,False,no_match,medium,True,0,6
CB-AC-02,Phase 2,Biologic,Other,Unknown,1,24.0,"CHABiotech CO., Ltd",False,no_match,medium,True,0,1
CBD,Phase 2,Small Molecule,Other,Recruiting,1,40.0,Sunnybrook Health Sciences Centre,False,no_match,medium,True,0,1
CERE-110: Adeno-Associated Virus Surgery,Phase 2,Small Molecule,Other,Completed,1,49.0,Sangamo Therapeutics,False,no_match,medium,True,0,1
CHF 5074,Phase 2,Small Molecule,Amyloid,Completed,6,96.0,CERESPIR; Chiesi Farmaceutici S.p.A.,False,no_match,medium,True,0,6
CORT108297,Phase 2,Small Molecule,Other,Recruiting,1,52.0,Johns Hopkins University,False,no_match,medium,True,0,1
COT,Phase 2,Small Molecule,Other,Unknown,1,200.0,Evon Medics LLC,False,no_match,medium,True,0,1
CPC-201,Phase 2,Small Molecule,Other,Completed,3,41.0,"Chase Pharmaceuticals Corporation, an affiliate of Allergan plc",False,no_match,medium,True,0,3
CT1812,Phase 2,Small Molecule,Amyloid,Active,7,540.0,Cognition Therapeutics,False,no_match,medium,True,0,7
CX516,Phase 2,Small Molecule,Other,Completed,1,175.0,RespireRx,False,no_match,medium,True,0,1
CX516 (Ampalex),Phase 2,Small Molecule,Other,Completed,1,40.0,National Institute of Neurological Disorders and Stroke (NINDS),False,no_match,medium,True,0,1
CY6463,Phase 2,Small Molecule,Other,Discontinued,1,12.0,Tisento Therapeutics,False,no_match,medium,True,0,1
Canakinumab,Phase 2,Biologic,Inflammation,Discontinued,1,34.0,Novartis Pharmaceuticals,False,no_match,medium,True,0,1
Candesartan,Phase 2,Small Molecule,Other,Completed,1,77.0,Emory University,False,no_match,medium,True,0,1
Cannabidiol,Phase 2,Small Molecule,Other,Recruiting,1,236.0,"University of Colorado, Denver",False,no_match,medium,True,0,1
Cannabis,Phase 2,Non-Drug/Behavioral,Other,Active,2,72.0,Federal University of Latin American Integration,False,no_match,medium,True,0,2
Cerebrolysin + donepezil,Phase 2,Small Molecule,Neuroprotection,Completed,1,217.0,Ever Neuro Pharma GmbH,False,no_match,medium,True,0,1
Circadin,Phase 2,Small Molecule,Other,Completed,1,73.0,Neurim Pharmaceuticals Ltd.,False,no_match,medium,True,0,1
Curcumin,Phase 2,Small Molecule,Other,Unknown,1,80.0,VA Office of Research and Development,False,no_match,medium,True,0,1
Curcumin C3 Complex,Phase 2,Dietary Supplement,Other,Completed,1,33.0,John Douglas French Foundation,False,no_match,medium,True,0,1
DAOI-B,Phase 2,Small Molecule,Symptomatic,Completed,1,86.0,Chang Gung Memorial Hospital,False,no_match,medium,True,0,1
DAOIB,Phase 2,Small Molecule,Other,Completed,2,140.0,Chang Gung Memorial Hospital,False,no_match,medium,True,0,2
DAOIB plus AO,Phase 2,Small Molecule,Other,Recruiting,1,80.0,Chang Gung Memorial Hospital,False,no_match,medium,True,0,1
DCB-AD1,Phase 2,Small Molecule,Other,Unknown,1,80.0,National Taiwan University Hospital,False,no_match,medium,True,0,1
DHA,Phase 2,Small Molecule,Other,Completed,1,365.0,University of Southern California,False,no_match,medium,True,0,1
DHP1401,Phase 2,Small Molecule,Symptomatic,Completed,1,180.0,"Daehwa Pharmaceutical Co., Ltd.",False,no_match,medium,True,0,1
DMB-I (Dimebon),Phase 2,Small Molecule,Neuroprotection,Completed,1,133.0,Bigespas LTD,False,no_match,medium,True,0,1
DMXB-A,Phase 2,Small Molecule,Other,Completed,1,60.0,CoMentis,False,no_match,medium,True,0,1
Dapagliflozin,Phase 2,Small Molecule,Other,Completed,1,46.0,"Jeff Burns, MD",False,no_match,medium,True,0,1
Daratumumab,Phase 2,Biologic,Other,Completed,1,16.0,"Marc L Gordon, MD",False,no_match,medium,True,0,1
Daridorexant,Phase 2,Small Molecule,Neuropsychiatric,Recruiting,3,240.0,Douglas Mental Health University Institute; University of Rochester,False,no_match,medium,True,0,3
Dasatinib + Quercetin,Phase 2,Small Molecule,Neuroprotection,Active,2,48.0,The University of Texas Health Science Center at San Antonio; Washington University School of Medicine,False,no_match,medium,True,0,2
Deferiprone,Phase 2,Small Molecule,Other,Completed,1,81.0,Neuroscience Trials Australia,False,no_match,medium,True,0,1
Diranersen,Phase 2,Small Molecule,Tau,Active,1,416.0,Biogen,False,no_match,medium,True,0,1
Dronabinol (Marinol®),Phase 2,Small Molecule,Neuropsychiatric,Completed,1,84.0,Johns Hopkins University,False,no_match,medium,True,0,1
E2609,Phase 2,Small Molecule,Amyloid,Discontinued,5,73.0,Eisai Inc.,False,no_match,medium,True,0,5
E2814,Phase 2,Small Molecule,Tau,Completed,1,8.0,Eisai Inc.,False,no_match,medium,True,0,1
EGb 761® (Tanakan®),Phase 2,Small Molecule,Other,Discontinued,1,40.0,Ipsen,False,no_match,medium,True,0,1
EGb761®,Phase 2,Small Molecule,Metabolism,Completed,1,49.0,Ipsen,False,no_match,medium,True,0,1
EHT 0202 etazolate,Phase 2,Small Molecule,Symptomatic,Completed,1,197.0,Exonhit,False,no_match,medium,True,0,1
EI-1071,Phase 2,Small Molecule,Inflammation,Recruiting,1,15.0,Elixiron Immunotherapeutics Inc.,False,no_match,medium,True,0,1
ELND005,Phase 2,Small Molecule,Amyloid,Completed,2,353.0,"OPKO Health, Inc.",False,no_match,medium,True,0,2
ELND005 (scyllo-inositol),Phase 2,Small Molecule,Amyloid,Completed,1,103.0,"OPKO Health, Inc.",False,no_match,medium,True,0,1
EVP-0962,Phase 2,Small Molecule,Amyloid,Completed,1,52.0,FORUM Pharmaceuticals Inc,False,no_match,medium,True,0,1
EX039,Phase 2,Small Molecule,Other,Recruiting,1,120.0,Excelsior,False,no_match,medium,True,0,1
Elderberry Juice,Phase 2,Biologic,Inflammation,Completed,1,24.0,University of Missouri-Columbia,False,no_match,medium,True,0,1
Eligard,Phase 2,Small Molecule,Symptomatic,Active,1,180.0,Weill Medical College of Cornell University,False,no_match,medium,True,0,1
Epigallocatechin-3-gallate (EGCG),Phase 2,Dietary Supplement,Other,Completed,1,87.0,Parc de Salut Mar,False,no_match,medium,True,0,1
Etanercept,Phase 2,Biologic,Inflammation,Completed,2,41.0,Life Extension Foundation Inc.; University of Southampton,False,no_match,medium,True,0,2
Exendin-4 SC,Phase 2,Small Molecule,Other,Discontinued,1,57.0,National Institute on Aging (NIA),False,no_match,medium,True,0,1
Exosomes derived from umbilical cord mesenchymal stem cell for intranasal drop,Phase 2,Cell/Gene Therapy,Other,Recruiting,1,33.0,"Xuanwu Hospital, Beijing",False,no_match,medium,True,0,1
Experimental Bapineuzumab,Phase 2,Biologic,Amyloid,Completed,1,146.0,"JANSSEN Alzheimer Immunotherapy Research & Development, LLC",False,no_match,medium,True,0,1
F-18 PMPBB3,Phase 2,Small Molecule,Amyloid,Unknown,2,300.0,Chang Gung Memorial Hospital,False,no_match,medium,True,0,2
F18 Flutametamol,Phase 2,Small Molecule,Amyloid,Completed,1,89.0,Mayo Clinic,False,no_match,medium,True,0,1
FK962,Phase 2,Small Molecule,Other,Discontinued,1,510.0,Astellas Pharma Inc,False,no_match,medium,True,0,1
Fasting-Mimicking Diet ProlonADTM,Phase 2,Dietary Supplement,Other,Unknown,1,40.0,University of Genova,False,no_match,medium,True,0,1
Fasudil,Phase 2,Small Molecule,Other,Recruiting,1,200.0,Helse Stavanger HF,False,no_match,medium,True,0,1
Filgrastim,Phase 2,Small Molecule,Other,Completed,1,21.0,Chang Gung Memorial Hospital,False,no_match,medium,True,0,1
Fisetin,Phase 2,Non-Drug/Behavioral,Other,Recruiting,1,5.0,Sunnybrook Health Sciences Centre,False,no_match,medium,True,0,1
Flos gossypii flavonoids,Phase 2,Small Molecule,Other,Completed,1,240.0,Capital Medical University,False,no_match,medium,True,0,1
Formoterol A,Phase 2,Small Molecule,Other,Discontinued,1,0.0,Palo Alto Veterans Institute for Research,False,no_match,medium,True,0,1
G-CSF; filgrastim,Phase 2,Small Molecule,Other,Completed,1,8.0,University of South Florida,False,no_match,medium,True,0,1
GRF6019,Phase 2,Small Molecule,Other,Completed,2,47.0,"Alkahest, Inc.",False,no_match,medium,True,0,2
GSK239512,Phase 2,Small Molecule,Symptomatic,Completed,2,196.0,GlaxoSmithKline,False,no_match,medium,True,0,2
GSK4527226,Phase 2,Small Molecule,Other,Recruiting,2,367.0,GlaxoSmithKline,False,no_match,medium,True,0,2
Ginkgo Biloba Extract 761,Phase 2,Dietary Supplement,Other,Recruiting,1,50.0,Hadassah Medical Organization,False,no_match,medium,True,0,1
Grape Powder,Phase 2,Dietary Supplement,Metabolism,Completed,1,32.0,"University of California, Los Angeles",False,no_match,medium,True,0,1
Gut-X-001,Phase 2,Small Molecule,Metabolism,Recruiting,1,120.0,Beijing Tiantan Hospital,False,no_match,medium,True,0,1
HB-adMSCs,Phase 2,Biologic,Other,Discontinued,1,0.0,Hope Biosciences LLC,False,no_match,medium,True,0,1
HF0220,Phase 2,Small Molecule,Other,Completed,1,40.0,Hunter-Fleming Ltd,False,no_match,medium,True,0,1
HT-4253,Phase 2,Small Molecule,Other,Recruiting,1,112.0,"Halia Therapeutics, Inc.",False,no_match,medium,True,0,1
Human Mesenchymal Stem Cells and Lactated Riunger's,Phase 2,Cell/Gene Therapy,Other,Unknown,1,40.0,"Stemedica Cell Technologies, Inc.",False,no_match,medium,True,0,1
Human Umbilical Cord Derived MSC,Phase 2,Biologic,Other,Unknown,1,30.0,Affiliated Hospital to Academy of Military Medical Sciences,False,no_match,medium,True,0,1
Hydroxypropyl Beta Cyclodextrin,Phase 2,Small Molecule,Other,Unknown,1,90.0,"Cyclo Therapeutics, Inc.",False,no_match,medium,True,0,1
ID1201,Phase 2,Small Molecule,Other,Completed,1,116.0,IlDong Pharmaceutical Co Ltd,False,no_match,medium,True,0,1
IFN-alpha2A,Phase 2,Small Molecule,Symptomatic,Unknown,1,,National Center for Research Resources (NCRR),False,no_match,medium,True,0,1
IGC-AD1-Active,Phase 2,Small Molecule,Neuropsychiatric,Recruiting,1,164.0,"IGC Pharma, LLC",False,no_match,medium,True,0,1
ITI-1284,Phase 2,Small Molecule,Neuropsychiatric,Recruiting,2,370.0,"Intra-Cellular Therapies, Inc.",False,no_match,medium,True,0,2
IVL3003,Phase 2,Small Molecule,Symptomatic,Active,1,62.0,"Inventage Lab., Inc.",False,no_match,medium,True,0,1
Infusion of AD-SVF via IV and Intranasal,Phase 2,Biologic,Other,Discontinued,1,0.0,Ageless Regenerative Institute,False,no_match,medium,True,0,1
Insulin Aspart,Phase 2,Small Molecule,Metabolism,Completed,2,31.0,"Jeff Burns, MD; Wake Forest University Health Sciences",False,no_match,medium,True,0,2
Insulin glulisine,Phase 2,Small Molecule,Metabolism,Discontinued,1,49.0,HealthPartners Institute,False,no_match,medium,True,0,1
Interferon beta-1a,Phase 2,Small Molecule,Other,Completed,1,42.0,"Merck KGaA, Darmstadt, Germany",False,no_match,medium,True,0,1
Interleukin-2,Phase 2,Small Molecule,Other,Unknown,1,40.0,The Methodist Hospital Research Institute,False,no_match,medium,True,0,1
Intravenous Immunoglobulin,Phase 2,Biologic,Other,Discontinued,1,24.0,Weill Medical College of Cornell University,False,no_match,medium,True,0,1
Isotretinoin,Phase 2,Small Molecule,Other,Discontinued,1,3.0,University Hospitals Cleveland Medical Center,False,no_match,medium,True,0,1
JNJ-54861911,Phase 2,Small Molecule,Amyloid,Discontinued,7,90.0,"Janssen Pharmaceutical K.K.; Janssen Research & Development, LLC",False,no_match,medium,True,0,7
JNJ-63733657,Phase 2,Small Molecule,Tau,Discontinued,2,523.0,"Janssen Research & Development, LLC",False,no_match,medium,True,0,2
JNJ-64042056,Phase 2,Small Molecule,Other,Active,1,55.0,"Janssen Pharmaceutica N.V., Belgium",False,no_match,medium,True,0,1
KDS2010,Phase 2,Small Molecule,Other,Recruiting,1,114.0,"NeuroBiogen Co., Ltd",False,no_match,medium,True,0,1
L-Serine,Phase 2,Small Molecule,Other,Discontinued,1,29.0,Aleksandra Stark,False,no_match,medium,True,0,1
LHP588,Phase 2,Small Molecule,Other,Recruiting,1,300.0,"Lighthouse Pharmaceuticals, Inc.",False,no_match,medium,True,0,1
LX1001,Phase 2,Biologic,Amyloid,Completed,2,15.0,Lexeo Therapeutics,False,no_match,medium,True,0,2
LY2886721,Phase 2,Small Molecule,Amyloid,Discontinued,4,70.0,Eli Lilly and Company,False,no_match,medium,True,0,4
LY3202626,Phase 2,Small Molecule,Other,Discontinued,2,316.0,Eli Lilly and Company,False,no_match,medium,True,0,2
LY3372689,Phase 2,Small Molecule,Other,Completed,1,327.0,Eli Lilly and Company,False,no_match,medium,True,0,1
LY450139 dihydrate,Phase 2,Small Molecule,Amyloid,Completed,1,45.0,Eli Lilly and Company,False,no_match,medium,True,0,1
LY451395,Phase 2,Small Molecule,Neuropsychiatric,Completed,2,200.0,Eli Lilly and Company,False,no_match,medium,True,0,2
Lemborexant,Phase 2,Small Molecule,Neuropsychiatric,Recruiting,3,201.0,Brendan Lucey; Eisai Inc.; University of Minnesota,False,no_match,medium,True,0,3
Lenalidomide,Phase 2,Small Molecule,Other,Recruiting,2,45.0,"St. Joseph's Hospital and Medical Center, Phoenix",False,no_match,medium,True,0,2
Leronlimab,Phase 2,Biologic,Inflammation,Recruiting,1,20.0,Weill Medical College of Cornell University,False,no_match,medium,True,0,1
Leuprolide acetate,Phase 2,Small Molecule,Other,Completed,2,90.0,Voyager Pharmaceutical Corporation,False,no_match,medium,True,0,2
Levetiracetam (LEV),Phase 2,Small Molecule,Other,Recruiting,1,40.0,Sunnybrook Health Sciences Centre,False,no_match,medium,True,0,1
Lidocaine / Prilocaine Topical Cream,Phase 2,Device,Other,Completed,1,80.0,"University of Dublin, Trinity College",False,no_match,medium,True,0,1
Lipoic Acid plus Omega-3 Fatty Acids,Phase 2,Small Molecule,Other,Completed,1,42.0,Oregon Health and Science University,False,no_match,medium,True,0,1
Lipoic acid and fish oil concentrate,Phase 2,Small Molecule,Other,Completed,1,67.0,Oregon Health and Science University,False,no_match,medium,True,0,1
Liraglutide,Phase 2,Small Molecule,Metabolism,Unknown,1,204.0,Imperial College London,False,no_match,medium,True,0,1
Lithia water,Phase 2,Device,Other,Unknown,1,100.0,American Society Of Thermalism And Climatology Inc,False,no_match,medium,True,0,1
Lithium,Phase 2,Small Molecule,Neuropsychiatric,Completed,1,77.0,New York State Psychiatric Institute,False,no_match,medium,True,0,1
Lithium Carbonate,Phase 2,Small Molecule,Other,Unknown,1,80.0,University of Sao Paulo,False,no_match,medium,True,0,1
Lithium orotate,Phase 2,Small Molecule,Other,Recruiting,1,40.0,Johns Hopkins University,False,no_match,medium,True,0,1
Lu AE58054,Phase 2,Small Molecule,Symptomatic,Completed,1,278.0,H. Lundbeck A/S,False,no_match,medium,True,0,1
MABT5102A,Phase 2,Biologic,Amyloid,Completed,2,448.0,"Genentech, Inc.",False,no_match,medium,True,0,2
MAR,Phase 2,Small Molecule,Other,Completed,1,121.0,"Noah Pharmaceuticals, Inc.",False,no_match,medium,True,0,1
MEM 1003,Phase 2,Small Molecule,Neuroprotection,Completed,1,183.0,Memory Pharmaceuticals,False,no_match,medium,True,0,1
MEM 3454,Phase 2,Small Molecule,Other,Completed,1,80.0,Memory Pharmaceuticals,False,no_match,medium,True,0,1
MIB-626,Phase 2,Small Molecule,Metabolism,Completed,2,24.0,Brigham and Women's Hospital,False,no_match,medium,True,0,2
MK-1167,Phase 2,Small Molecule,Other,Discontinued,2,369.0,Merck Sharp & Dohme LLC,False,no_match,medium,True,0,2
MK-1942,Phase 2,Small Molecule,Other,Discontinued,2,99.0,Merck Sharp & Dohme LLC,False,no_match,medium,True,0,2
MK-2214,Phase 2,Biologic,Other,Recruiting,2,340.0,Merck Sharp & Dohme LLC,False,no_match,medium,True,0,2
MK-7622,Phase 2,Small Molecule,Other,Discontinued,1,240.0,Merck Sharp & Dohme LLC,False,no_match,medium,True,0,1
MK0249,Phase 2,Small Molecule,Other,Completed,1,144.0,Merck Sharp & Dohme LLC,False,no_match,medium,True,0,1
MK0677,Phase 2,Small Molecule,Other,Completed,1,512.0,Merck Sharp & Dohme LLC,False,no_match,medium,True,0,1
MK0952,Phase 2,Small Molecule,Other,Discontinued,1,24.0,Merck Sharp & Dohme LLC,False,no_match,medium,True,0,1
ML-007C-MA,Phase 2,Small Molecule,Neuropsychiatric,Recruiting,2,300.0,MapLight Therapeutics,False,no_match,medium,True,0,2
MLC601,Phase 2,Small Molecule,Symptomatic,Completed,1,125.0,Shahid Beheshti University of Medical Sciences,False,no_match,medium,True,0,1
MLC901,Phase 2,Small Molecule,Other,Unknown,1,150.0,"National University Hospital, Singapore",False,no_match,medium,True,0,1
MMFS-205-SR,Phase 2,Dietary Supplement,Other,Completed,1,10.0,"Neurocentria, Inc.",False,no_match,medium,True,0,1
MP-101,Phase 2,Small Molecule,Neuropsychiatric,Discontinued,1,81.0,Mediti Pharma Inc.,False,no_match,medium,True,0,1
MSDC-0160,Phase 2,Small Molecule,Metabolism,Completed,1,29.0,Metabolic Solutions Development Company,False,no_match,medium,True,0,1
MW150,Phase 2,Small Molecule,Other,Unknown,1,24.0,Neurokine Therapeutics,False,no_match,medium,True,0,1
Meganatural-Az Grapeseed Extract,Phase 2,Small Molecule,Amyloid,Discontinued,1,10.0,Hillel Grossman,False,no_match,medium,True,0,1
Memantine Hydrochloride,Phase 2,Small Molecule,Symptomatic,Active,1,32.0,University of Virginia,False,no_match,medium,True,0,1
Methylphenidate (MPH),Phase 2,Device,Neuropsychiatric,Recruiting,1,12.0,Sunnybrook Health Sciences Centre,False,no_match,medium,True,0,1
Mevidalen,Phase 2,Small Molecule,Other,Completed,1,304.0,Eli Lilly and Company,False,no_match,medium,True,0,1
Mifepristone,Phase 2,Small Molecule,Other,Discontinued,1,160.0,Corcept Therapeutics,False,no_match,medium,True,0,1
Minocycline,Phase 2,Small Molecule,Inflammation,Completed,1,13.0,Huntington Medical Research Institutes,False,no_match,medium,True,0,1
Mivelsiran,Phase 2,Small Molecule,Other,Recruiting,1,58.0,Alnylam Pharmaceuticals,False,no_match,medium,True,0,1
Mobilan (M-VM3),Phase 2,Small Molecule,Other,Unknown,1,24.0,Panacela Labs LLC,False,no_match,medium,True,0,1
Montelukast,Phase 2,Small Molecule,Other,Completed,1,32.0,Emory University,False,no_match,medium,True,0,1
Montelukast buccal film,Phase 2,Small Molecule,Other,Completed,1,52.0,IntelGenx Corp.,False,no_match,medium,True,0,1
NEOD001,Phase 2,Small Molecule,Amyloid,Completed,1,129.0,Prothena Biosciences Ltd.,False,no_match,medium,True,0,1
NIC5-15,Phase 2,Small Molecule,Other,Completed,2,30.0,Humanetics Corporation; VA Office of Research and Development,False,no_match,medium,True,0,2
NP031112,Phase 2,Small Molecule,Other,Completed,1,30.0,Noscira SA,False,no_match,medium,True,0,1
NPI-001,Phase 2,Small Molecule,Other,Active,1,33.0,Arctic Therapeutics,False,no_match,medium,True,0,1
NS 2330 (Tesofensine),Phase 2,Small Molecule,Other,Completed,1,430.0,Boehringer Ingelheim,False,no_match,medium,True,0,1
NSC001,Phase 2,Small Molecule,Other,Recruiting,1,90.0,NSC-Therapeutics,False,no_match,medium,True,0,1
NTRX-07,Phase 2,Small Molecule,Inflammation,Recruiting,2,48.0,"NeuroTherapia, Inc.",False,no_match,medium,True,0,2
NanoLithium® NP03,Phase 2,Small Molecule,Other,Completed,1,72.0,Medesis Pharma SA,False,no_match,medium,True,0,1
Nefiracetam,Phase 2,Small Molecule,Other,Completed,1,50.0,National Institute of Neurological Disorders and Stroke (NINDS),False,no_match,medium,True,0,1
NeuroEPO,Phase 2,Small Molecule,Other,Recruiting,1,90.0,University of Saskatchewan,False,no_match,medium,True,0,1
NewGam 10% IVIG,Phase 2,Small Molecule,Other,Completed,1,52.0,Sutter Health,False,no_match,medium,True,0,1
Niacin,Phase 2,Small Molecule,Symptomatic,Recruiting,1,30.0,Indiana University,False,no_match,medium,True,0,1
Nicotinamide,Phase 2,Small Molecule,Metabolism,Completed,2,50.0,"University of California, Irvine",False,no_match,medium,True,0,2
Nicotinamide Riboside (NR),Phase 2,Dietary Supplement,Metabolism,Recruiting,1,270.0,Haukeland University Hospital,False,no_match,medium,True,0,1
Nicotine Patch,Phase 2,Small Molecule,Other,Completed,1,348.0,University of Southern California,False,no_match,medium,True,0,1
Nilotinib (s) Once a Day by Mouth,Phase 2,Small Molecule,Neuroprotection,Completed,1,37.0,Georgetown University,False,no_match,medium,True,0,1
Novasoy,Phase 2,Small Molecule,Other,Completed,1,72.0,"University of Wisconsin, Madison",False,no_match,medium,True,0,1
Nutriceutical formulation,Phase 2,Dietary Supplement,Other,Completed,1,135.0,"University of Massachusetts, Worcester",False,no_match,medium,True,0,1
Nutritional Supplement,Phase 2,Small Molecule,Metabolism,Completed,1,40.0,National Institute on Aging (NIA),False,no_match,medium,True,0,1
ONO-2020,Phase 2,Small Molecule,Neuropsychiatric,Recruiting,2,240.0,"Ono Pharmaceutical Co., Ltd.",False,no_match,medium,True,0,2
ONO-2506PO,Phase 2,Small Molecule,Other,Completed,1,647.0,Ono Pharma USA Inc,False,no_match,medium,True,0,1
